ó,post,ellen,NGÚ,ellenség,PR ngú,,./csv/misc.csv
ô,n,fog,WÚ,,wú,úo,./csv/root-words.csv
ōnen,num,tizenkettő,,,,,./csv/numerals.csv
ōnenwa,num,tizenhárom,,,,,./csv/numerals.csv
osyy̌,n,kés,WÚ SÌ,fog hideg,BR ù sỳ,,./csv/misc.csv
osyy̌,n,csőr,WÚ SÌ,fog hideg,,,./csv/animals.csv
"ouyā, wia-",adj,több,,,,,./csv/misc.csv
qhā,v,vadászik,QHA,,xa,,./csv/root-words.csv
qhānn,n,"vadász, ember",XA,vadászik,AN xan,,./csv/misc.csv
qhar,n,"lejtő, domboldal",QHÁ,,AN qhái ru,,./csv/environment.csv
qhar,v,lecsap,QHA,vadászik,AN qhái ru,,./csv/misc.csv
qheir,pron,többi,THÌ,,,,./csv/misc.csv
qheir,pron,másik,,,,,./csv/misc.csv
qheirẏ màu,pron,"többiek, többi ember",THÌ,,,,./csv/misc.csv
qhesyiqh,v,zörög,,[hangutánzó],,,./csv/misc.csv
qhī,v,esik (eső),QHI,,xi,,./csv/root-words.csv
qhi syḕ,num,ennyi,,ez sok,,,./csv/misc.csv
qhiangī,n,unalom,QHI NGI,,,,./csv/misc.csv
qhīdh,v,lemászik,THA XI,karom esik,AN xi ta,,./csv/misc.csv
qhìm,n,"esik, zuhan",QHI,,ximù,,./csv/root-words.csv
qhio,n,eső,QHI,,xiu,,./csv/root-words.csv
qhiosyy̌,n,hó,XI SÌ,esik hideg,MA xiosyy̌,,./csv/misc.csv
qhīqh,v,"tüsszent, kiköp",QHI,eső,AN qhiqhi,,./csv/body.csv
qhīqh zyuái,expr,köp,,,,,./csv/body.csv
qhiqhī,n,por,QHI,,MA qhī qhī,,./csv/environment.csv
qhiyāgh,adv,rosszul,QHI,"eső, rossz idő",,,./csv/misc.csv
qhiər,v,gyorsan fut,QHÌ RA,fut ugrik,PR xìi ra,,./csv/body.csv
qhoadh,n,vég,QHÚ + THÌ,,,,./csv/misc.csv
qhoanā,n,zsákmány emlős,,,,,./csv/animals.csv
qhòi pl. qhǔi,n,szó,QHÙ,nyom,PR xùi,,./csv/misc.csv
qhor,v,elfárad,QHÙ,,,,./csv/misc.csv
qhū,n,egér,QHU,,PR xu,,./csv/animals.csv
qhua,n,"falat, darab",QHU,egér,AN qhua,,./csv/misc.csv
qhȳr,n,ész,QHÌ,fut,,,./csv/misc.csv
qhẏradh,adj,okos,QHÌ,fut,,,./csv/misc.csv
qhı,conj,és,,,,,./csv/misc.csv
rǎ,n,szexuális aktus,RÀ,,ràa,$,./csv/root-words.csv
rāgh,adv,nagyon,RA,,,,./csv/misc.csv
rái,n,"dolog, tárgy",RÁ,,rá,$,./csv/root-words.csv
raiá,adj,sötétszürke,RÁ,föld,linn·ya,,./csv/colors.csv
rào,v,szexel,RÀ,,rà,$,./csv/root-words.csv
riuqh,adj,folytonos,RÌ,,,,./csv/misc.csv
ro,prep,"belül, benne",RÚ,bél,,,./csv/post-positions.csv
rong,adj,méretű,RÚ,,,,./csv/misc.csv
rǔ,n,száj,RÙ,,rù,,./csv/root-words.csv
rua,adj,fekete,RU,,,,./csv/colors.csv
ruá,v,húst rág,RÙ,bél,PR rúa,,./csv/misc.csv
ruāqh,n,varjú,,[hangutánzó?],rua,,./csv/animals.csv
ruathua,adj,feketésbarna,RU THU,,,,./csv/colors.csv
ruayıth,n,holló,YI,,ruayi·th,,./csv/animals.csv
ruenngār,n,hatalmas alagút (emberi),RU NGA RA,mély fal,,,./csv/animals.csv
ruia,adj,nedves,RU,,,,./csv/misc.csv
rúo,n,bél,RÚ,,rú,,./csv/root-words.csv
rwao zyūr,adj,teknőctarka szőr,,fekete vörös,,,./csv/colors.csv
rwei,n,észak,,,,,./csv/misc.csv
ryéi,n,kő,RÁ,,rái,$,./csv/root-words.csv
ryeryei,n,anyag,RÁ RÁ,kő,,,./csv/environment.csv
ryéı fıwaí,n,pikkely,RÁ FI WÁ,kő bőr,rá feiwai,,./csv/animals.csv
rÿn,v,elbújik,RÌ,gyík,,,./csv/environment.csv
syâ,pron,ő maga,,,,,./csv/misc.csv
syā,n,harag,SA,,sa,,./csv/root-words.csv
syā,v,fúj,SA,,sa,,./csv/root-words.csv
syaáng,adj,örök,SÁ,csillag > állandó,PR sáang,,./csv/misc.csv
syaēnha,n,áldozópap,SA YA NA QHA,veréb öl,BR saéa ya naqhā,a zsákmány szó megölője,./csv/religion.csv
syagh wie,v,békén hagy,syāgh!,hagyj békén!,,,./csv/misc.csv
syahī,n,Nap,SÁ YÍ,,$,,./csv/environment.csv
syái,n,nappal,SÁ,,PR sá,,./csv/time.csv
syamm,num,tizenhat,,,,,./csv/numerals.csv
syamm ūa,num,tizenhét stb.,,,,,./csv/numerals.csv
syanagh,n,áldozat,SÀ NA QHA,veréb öl,BR sàéa naqha,zsákmány lelke,./csv/religion.csv
syânn,n,csillag,SÁ,csillag,PR sán,,./csv/environment.csv
syányə,n,hajnal,SÁ NÍ,nappal szürkület,PR sá ní,,./csv/time.csv
syào,n,lélek,SÀ,,sà,,./csv/root-words.csv
syarû,n,levegő,SA RÚ,,,,./csv/environment.csv
syaruí,n,levegővétel,SA RÚ,,,,./csv/misc.csv
syau,v,pisil,SÙ,,sù,,./csv/root-words.csv
syàu,n,vizelet,SÙ,,sù,,./csv/root-words.csv
sye,conj,ha,,,,,./csv/misc.csv
sye,v,megmarad,SÁ,csillag > állandó,,,./csv/misc.csv
syê,v,fél,SÍ,,PR sí,,./csv/misc.csv
syḕ,num,sok,SI,,,,./csv/numerals.csv
syea,v,"éles fénnyel ragyog, fénylik",SÁ,,,,./csv/environment.csv
syéa,adj,"öreg, régi, hatalmas",SÍ,fél > hatalom,PR sía # $,,./csv/society.csv
syêa,n,fény,SÁ,,sáa,,./csv/root-words.csv
syeáng,adj,világos,SÁ,,sáang,,./csv/misc.csv
syéng,n,kelet,SÍ,,,,./csv/misc.csv
syénng,part,messzi,SÁ,hosszú idő,< sye,,./csv/misc.csv
syénng,part,"tartós, hosszú",SÁ,,,,./csv/misc.csv
syer,adv,most,,,PR sá li,,./csv/time.csv
syer yēng,adv,hamar,,menekülő időben,,,./csv/misc.csv
syerā,v,ijeszt,SÍ RA,,,,./csv/misc.csv
syī,n,bajusz,SI,,si,,./csv/root-words.csv
syia,adj,hideg,SÌ,,~ PR sì,,./csv/misc.csv
syiá,n,kuvik,,[hangutánzó],,,./csv/animals.csv
syiao,n,"hagyomány, mondások",YA,sok szavak,BR si yaū,,./csv/religion.csv
syīay,n,beszélgetés,SI YA YA,sok beszél beszél,AN si ya ya,,./csv/society.csv
syiegh,adv,hirtelen,SÍ,,,,./csv/misc.csv
syiéng,pron,együtt,SI NGÍ,együtt mi,syingí > syingé > syíngə > syîng > syiéng,,./csv/misc.csv
syihann,n,"találkozik valakivel, üdvözöl",QHÁ NGA,fej gerinc,"qhá nga > hain, haing, ",,./csv/misc.csv
syihann,n,találkozás (személyekkel),QHÁ NGA,fej gerinc,"qhá nga > hain, haing, ",,./csv/misc.csv
syīnǎ,v,rajzol,SI NÀ,bajusz kép,BR si nǎ,,./csv/society.csv
syir,prep,között,SI,bajusz > együtt,,,./csv/post-positions.csv
syiu,adj,"kevés, szűkös",SÌ,,sìu,,./csv/root-words.csv
syiwaiqh,n,hangyaboly,,,,,./csv/animals.csv
syū,v,nő,SU,növény,su,,./csv/root-words.csv
syy̌,n,tél,SÌ,,PR sì,,./csv/misc.csv
syy̌,n,hideg,SÌ,,sì,,./csv/root-words.csv
syımān,adj,"kék, lila",,per. āsemān „ég”,,,./csv/colors.csv
syımānyé,adj,csillogó fekete/kék/zöld,,,< syımān,,./csv/colors.csv
syısya,adj,vékony csíkos,SI ,bajusz,sisia,,./csv/colors.csv
syəiū,n,lúd,SA YU,harag kacsa,,,./csv/animals.csv
thà,int,nem,THÙ,,thàù,,./csv/root-words.csv
thā,n,karom,THA,,tha,,./csv/root-words.csv
thà alāgh,adv,kevésbé,,nem nagyon,,,./csv/misc.csv
thāgh,n,sün,THA XU,tüskés egér,BR thaxu,,./csv/animals.csv
thái,n,nincs,THÁ,,thá,a dhẏ hatására vette át ezt a jelentést,./csv/root-words.csv
thào,part,nem,THÀ,,,,./csv/misc.csv
thàzyan,adv,sose,THÚ zyan,nem + idő,,,./csv/misc.csv
thê,n,orr,THÍ,,thí,,./csv/root-words.csv
ther,n,soha,THÁ SÁ RI,nem nappal éjszaka,AN thá sáili,,./csv/misc.csv
ther,pron,sehol,THÁ SÁ RI,,AN thá sáili,,./csv/misc.csv
thezyer,adv,most,THÍ SÁ,,,,./csv/misc.csv
thī,n,fióka,THI,,thi,,./csv/root-words.csv
thie,pron,itt,THÁ,,,,./csv/misc.csv
thǔ,v,nincs,,,thàwù,,./csv/misc.csv
thù yoghin āin ,adv,bármennyire,,nem érdekel [milyen] nagyon,,,./csv/misc.csv
thù zyerı,conj,még,,,,,./csv/misc.csv
thuao,v,marad,THÚ WÀ,,,,./csv/misc.csv
thȳn,n,hely,THÙ,,,,./csv/misc.csv
thə-,pref,nem-,THÁ,nem,,,./csv/misc.csv
thəhìa,n,"nyomorult, szerencsétlen",THI SÌ,fióka hideg,AN thisyìa,,./csv/soul.csv
ū,v,van,WU,áll,wu,,./csv/root-words.csv
ūa,num,egy,,,,,./csv/numerals.csv
ufyə,v,áll,WU FA,áll láb,wufa,,./csv/root-words.csv
uinn,n,dél,,,,,./csv/misc.csv
umē,v,megtölt,MÍ,szopni,umí,,./csv/misc.csv
umm,n,öregasszony,MÙ MU,,BR umma,,./csv/society.csv
unō,v,kezd,NÚ,szül,,,./csv/misc.csv
uny̌m,n,etető antróp,NÌ MÙ,eszik ember,,,./csv/misc.csv
uryū,adj,kemény,RÚ,kő,,,./csv/misc.csv
uyai,v,elkerget,YÁ,"nyúl > elfut, menekül",,,./csv/misc.csv
ūyiégh,adj,csodálatos,YÍ,hold,,,./csv/misc.csv
uyù,n,hal,WÙ,,wù,ù,./csv/root-words.csv
uyurù,n,pelikán,WÙ RÙ,hal száj,,,./csv/animals.csv
wà zyerı,conj,már,WÀ,"eljött az idő, amikor",wàm zyan,,./csv/misc.csv
wái,n,pénisz,FÁ,,fá,,./csv/root-words.csv
waiqh,n,"apró rovar, hangya",,,,,./csv/animals.csv
wam,v,jön,WÀ,,,,./csv/misc.csv
wam dhei,v,odajön,,,,,./csv/misc.csv
wam ruo,v,bejön,WÀ WÀ,megy megy,,,./csv/misc.csv
wào,n,valaki gyereke,FÀ,,fà,,./csv/root-words.csv
wào dhei,v,odamegy,,,,,./csv/misc.csv
waor,v,érkezik,WÀ,,wàr,,./csv/misc.csv
wau,n,úszik,WÙ,,wù,,./csv/root-words.csv
wê,v,iszik,WÍ,,wé,,./csv/root-words.csv
weír,prep,fölött,WÁ,fül,,,./csv/post-positions.csv
weo,n,lét,WU,áll,PR wàu,,./csv/misc.csv
wia,n,víz,,,~ PR wí,,./csv/misc.csv
wiarā,num,többször,,,,,./csv/misc.csv
winen,num,nyolc,,,,,./csv/numerals.csv
winēni,num,tíz,,,,,./csv/numerals.csv
winennū,num,tizenegy,,,,,./csv/numerals.csv
winenwa,num,kilenc,,,,,./csv/numerals.csv
winyei,v,beborít,FI NÁ,szőr anya,,,./csv/misc.csv
wo syie ,adv,darabokban,FU,tojás bajusz > együtt [tojáshéj-utalás],fu si > wo syī > wo syē,,./csv/misc.csv
woa,v,hajlik,FA,láb > fordul,PR faa,,./csv/misc.csv
wòm,v,ütközik,FÚ MÙ,,~ PR fú mù,,./csv/environment.csv
wonēni,num,tizennégy,,,,,./csv/numerals.csv
wonnū,num,tizenöt,,,,,./csv/numerals.csv
woréi,n,alom,FÙ RÁ,ürülék kő,,,./csv/environment.csv
wōsy,num,három,,,,,./csv/numerals.csv
wosyá,n,napnegyed,FA,láb > fordul,,,./csv/time.csv
wōsyiagh,n,nap,SÁ,,wōsy yiagh,,./csv/time.csv
wuo,n,ürülék,FÙ,,fù,,./csv/root-words.csv
wúo,v,üt,FÚ,,fú,,./csv/root-words.csv
yā,n,mond,YA,,ya,,./csv/root-words.csv
ya thǎya,adj,"elmondhatlan, kimondhatatlan",YA,,ya thà ia,,./csv/misc.csv
yaegh,n,hagyomány,YA YA,,yayagh,,./csv/religion.csv
yagh,v,érdeklődik,YA QHA,szó vadászik,AN yaqha,,./csv/society.csv
yái,n,nyúl,YÁ,,PR yá,,./csv/animals.csv
yaigh,adj,gyors,YÁ,"nyúl > elfut, menekül",,,./csv/misc.csv
yānā,v,jelent,YA NÀ,~ ar. yaˀnī ?,,,./csv/misc.csv
yáng,n,név,YA NGÍ,név én,yange > yang,,./csv/society.csv
yannā,v,hisz,YA NÀ,,,,./csv/misc.csv
yao,n,szó,YA,,,,./csv/misc.csv
yào,n,tüzelő nő,YÀ,,yà,,./csv/root-words.csv
yàu,n,vér,YÙ,,yù,,./csv/root-words.csv
yàu,v,vérzik,YÙ,,yù,,./csv/root-words.csv
yê,n,hús,RÍ,,rí,$,./csv/root-words.csv
yê,v,"vonul, megy valahova",YÍ,,yí,,./csv/root-words.csv
yē,n,"föld, talaj",RÁ,,ráa,$,./csv/root-words.csv
yea,n,hónap,YÍ,hold,yía,,./csv/time.csv
yéao,n,hold,YÍ,,yí,$,./csv/root-words.csv
yēao,n,"slam, összejövetel 2. bölcsesség",YA YA,beszél-beszél,$,,./csv/society.csv
yeffe,n,elvisz neki,FÌ,,,,./csv/misc.csv
yeu,n,három hónap,YÍ,hold,yíu,,./csv/time.csv
ẏhái,n,"hajlékonyság, mozgékonyság, karcsúság",XU XÁ,egér fej,BR xuhái,„egérként átférő fejű”,./csv/misc.csv
ẏhái,v,"befér, átfér, benyomakodik",XU XÁ,egér fej,BR xuhái,„egérként átférő fejű”,./csv/environment.csv
yī,n,szem,YI,,yi,,./csv/root-words.csv
yī,v,néz,YI,,yi,,./csv/root-words.csv
yī ghūa,v,keres,,néz nyom,,,./csv/misc.csv
yiá,adj,fehér,YÍ,nappal,yía,,./csv/root-words.csv
yiá,adj,"fényes fehér (csak fémekre, műanyagokra, fényre)",YÍ,nappal,,,./csv/colors.csv
yian zyan,n,gyerekkor,,,,,./csv/misc.csv
yìann,n,gyerek,YÌ,,yìan,,./csv/root-words.csv
yidh,n,tekintet,YI,szem,PR yi tha,,./csv/misc.csv
yǐng,n,"gonosz, ijesztő",RÌ,,rìng,$,./csv/root-words.csv
yǐnn,n,kamasz gyerek,YÌ,,yìn,,./csv/root-words.csv
yoa,n,beszél,YA,,yaa,,./csv/root-words.csv
ẏrarā,v,balfaszkodik,RA RA,ugrik,,,./csv/body.csv
yū,n,kacsa,YU,kacsa,PR yu,,./csv/animals.csv
yuann,n,lúd,YU,,yuan,,./csv/root-words.csv
yy̌,n,kígyó,RÌ,,rì,$,./csv/root-words.csv
yy̌r,adj,"vörös, narancssárga, zöld",YÙ,vér,,,./csv/colors.csv
yəlua,adj,fekete-fehér,RI ,fehér,,,./csv/colors.csv
yəlua,adj,"kontrasztos, látványos",,fekete-fehér,,,./csv/colors.csv
yəlwaiō,adj,nagy foltos,RI ,fehér,< yəlua,,./csv/colors.csv
zyā,n,szél,SA,,sa,,./csv/root-words.csv
zyǎ,n,veréb,SÀ,,PR sà,,./csv/animals.csv
zyàgh,n,zombi,SA NGÀ,,PR sa ñà,,./csv/religion.csv
zyái,n,nappal,SÁ,,sá,,./csv/root-words.csv
zyaio,n,lélegzet,SA,,sa,,./csv/misc.csv
zyamm,n,idő,SÁ NÍ,,,,./csv/misc.csv
zyann ngī,v,időt tölt,NGI,,,,./csv/misc.csv
zyào,n,veréb,SÀ,,sà,,./csv/root-words.csv
zyàoı dhunn,n,mezei veréb,,veréb erdő,,,./csv/animals.csv
zyār,prep,közben,SÁ,nappal,,,./csv/post-positions.csv
zyěadh,n,"megjelenés, avatar",SÁ THÀ,nem volt látható,AN sêathà,,./csv/religion.csv
zyéi,n,félelem,SÍ,,síi,,./csv/root-words.csv
zyer,n,"idő, pillanat",SÁ RI,nappal éjszaka,PR sái li,,./csv/misc.csv
zyī,v,lát,SI,bajusz,si,,./csv/root-words.csv
zyia,n,megjelenik,SI,bajusz,sia,,./csv/root-words.csv
zyìa,adj,"hideg, halott",SÌ,,sìa,,./csv/root-words.csv
zyīsya,v,ír,SI SA,bajusz öl,BR si sā,,./csv/society.csv
zyīsyagh,n,írnok,SI SA,bajusz öl,BR si saxu,,./csv/society.csv
zyizyu,n,fű,SU,növény,syisyu,,./csv/plants.csv
zẏmuó,n,csirke,SÍ MU,,,,./csv/animals.csv
zyoa,adj,cirmos,SU,levél,,,./csv/colors.csv
zyoanànng,adj,pettyes,SU NGÀ,cirmos harap,,,./csv/colors.csv
zyoury̌,n,uborka,SU RÌ,zöldség kígyó,,,./csv/misc.csv
zyu,n,levél,SU,,su,,./csv/root-words.csv
zyua,n,gyógynövény,SU,,sua,,./csv/root-words.csv
zyuaghào,n,"csípős fűszer, paprika, gyömbér",SU NGÀ,harapós gyógyfű,MD zyua·ghào,,./csv/plants.csv
zyūái,n,nyál,SÙ NGÁ,vizelet nyal,BR su ái,,./csv/body.csv
zyuo,v,szopik,SÚ,,sú,,./csv/root-words.csv
zyur,n,minta,SU,növény,,,./csv/misc.csv
zyūr,adj,"vörös szőrű; homokszínű, világosszöld",SU,levél,,,./csv/colors.csv
zyỳaqh,part,"hibás, hibázó fél",QHA,"vadászik, lecsap",,,./csv/society.csv
zyỳgh,n,hiba,QHA,"vadászik, lecsap",,,./csv/body.csv
zyẏqhā,v,"hibázik, elhibáz",QHA,"vadászik, lecsap",,,./csv/body.csv
zyỳra,v,ügyetlenül ugrik,RA,ugrik,,,./csv/body.csv
zyıēaqh,n,"slam, összejövetel",YA YA,sok beszél beszél,MA zyıyayax,,./csv/society.csv
zyıgh,v,"szétterül, szétborul",SI XI,,BR sixi,,./csv/misc.csv
zyılīr,n,"ott, az a hely",SÁ RI RA,idő ugrik,AN sáili ra,,./csv/misc.csv
zyınǎ,adj,"furcsa, különös, jellegzetes",SI NÀ,,BR si nàa,,./csv/misc.csv
zyınào,n,rajz,SI NÀ,bajusz kép,BR si nào,,./csv/society.csv
zyəmarəgh,n,toll,RA SU,,zu mara·gh,,./csv/animals.csv
ızyeiū,G3,jég,SA YU,harag kacsa,< syeiū,,./csv/misc.csv
